comment,Label
"Hàng chất lượng thật sự nhưng vận chuyển bên shop lâu quá trời, đặt gần 2 tuần mới nhận được. Săn sale chả bao giờ có bản tím nên phải đợi reup giá thường mới lụm được con này 🥲",2.0
"Remote xài tạm bợ thì được, hợp với giá tiền, mua dùng đỡ chứ ấn lúc ăn lúc ko",-1.0
"Hàng giao nhanh , chất lượng thì còn sd ms biết , chưa test nước chạy 5 kim 
Hàng chất lượng sẽ ủng hội thêm",0.0
"Hàng đẹp, giao hàng nhanh. Sử dụng tai nghe âm thanh rõ ràng. Hơi bị trày bên trái",1.0
"tiếng khá bé, mic phải để gần nói mới nghe thấy",-2.0
"Tai nghe mới mua về k có pin nên đành cắm sạc thì mới dùng được, lần đầu sd tai nghe Bluetooth nhưng như v là khá ổn rồi, trừ 1 sao vì giao hàng quá lâu tận 16 ngày:)) nhưng mn nói hay bị đứt 1 bên tai nghe, nếu có mình sẽ quay lại đánh giá sau.",1.0
"Đồng hồ đẹp 
Mỗi tội mặt kính bên trên hơi lỏng lẻo lại còn bị xước",0.0
"Os 15.2 zin theo máy, hơi hao pin , mình có cây 1- y chang os 13.1 pin 83% xài sáng tới 3h chiều hết pin, cái này mua mới pin 100% cũng xài y vậy hết pin.",0.0
Đồng hồ ko có gì để chê nhưng vừa thua 1 game nên cho shop 4 sao 😤.... Dễ chỉnh thời gian.....,2.0
Good,2.0
Tạm tạm,1.0
Đồng hồ xinh nhưng chỉnh giờ thì lại bị lệch tận 2p với lâu lâu tự dưng nhacy giờ loại xạ phải chỉnh lại mà nhiều kho chỉnh bấm nút lưa giờ ko thèm lưu luôn thôi cho 4*,-1.0
"Sản phẩm rất tốt nên mình đã đặt mua cái thứ 2, tuy nhiên lần này loa bị lỗi, tiếng nhỏ hơn rất nhiều so với loa trước đó. 😥😭😭😭",-1.0
Khá ok,1.0
Shop gửi sai màu nhưng sài ok ...........................,0.0
"Loa nghe ổn với những giai điệu êm dịu, còn mở lớn ko dc êm cho lắm. Còn những tính năng khác cũng khá ổn. Nói chung chất lượng okie so với tầm giá",1.0
"Chất lượng sản phẩm:Tạm ổn, chuyển bài ko mượt lắm, chức năng gọi cũng ko oke. Chất lượng âm thanh tàm tạm",1.0
"K biết đh có chống xước thật k,  k dám thử",0.0
Đã nhận đv hàng chưa dùng lên chưa biết chất lượng  giá rẻ nhưng giao hàng khá lâu chgdxbjnhrscbkn jgdv,0.0
"Chất lượng ổn, phù hợp với giá tiền 
Nhưng mà chỉnh giờ hơi khó, cứ được 1 tiếng nó lại kêu, không biết chỉnh kiểu gì ạ 🥲",1.0
Sản phẩm oki điện thoại oki camera trước hơi xấu loa nghe còn nhỏ . Vừa tầm giá hàng dùng mới đầu oki về sau ko biết như thế nào .,1.0
"Màu hồng đẹp, vừa ý. Đang sử dụng xem như thế nào",2.0
Hàng OK phết,2.0
"Hàng giao khá là lâu
Đóng hàng khá kỹ và đẹp lắm, nhưng kết nối sao cũng không được :((. Ai có thể giúp t cách kết nối ko :))).",0.0
Hàng đúng theo quảng cáo; đóng gói cẩn thận; chưa đáp ứng đúng thời gian giao hàng theo yêu cầu của khách hàng khi đặt hàng (có hỗ trợ của Shopee khi hàng chậm giao số với yêu cầu),2.0
"Sản phẩm tương đối ổn, tuy nhiên mấy cái kim nhỏ hơi chục trặc một tý, có khi đơ, không chạy.",1.0
"Chất lượng sản phẩm ổn, thời gian giao hàng nhanh, đóng gói sản phẩm chắc chắn, mặt đồng có kha khá vết xước, có mùi kim loại nhẹ, shop chăm sóc khách hàng tận tình",1.0
"Giao nhanh, đóng gói sản phẩm chưa ổn lắm. Shop để mặt kính trầy nhiều quá nên trừ 1 sao nha",-2.0
Ổn lắm nha kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,2.0
"Sản phẩm đẹp, giao hàng tốt kh có vấn đề gì. Mong chờ nhưng camera chụp kh đẹp lắm, kh có tai nghe, còn lại rất tốt",1.0
"Giao hàng hơi lâu, vì là hàng quốc tế mà đóng gói mỏng manh quá.",0.0
Khá Tốt. Hợp túi tiền dùng chất lượng.,2.0
"Giao hàng rất nhanh, mình ở hà nội mà 4 ngày đã nhânn được, đóng gói rất kĩ càng có xốp để tránh va đập, shop tư vấn trả lời cũng nhiệt tình nữa.",2.0
"hàng y hình, shop tư vấn siêu nhiệt tình kỹ càng lun nha 5 sao cho shop",2.0
Tiền nào của đó cho nên chất lượng tương xứng với giá thành. Hộp về đến tay mình móp méo như hình. Chất lượng tai nghe không bị ảnh hưởng. ,2.0
Giao hơi lâu nhưng nhận hàng thì quá tuyệt vời luôn. Nhìn cưng lắm nha,2.0
"Mik mua lần 2 rồi, bấm nhạy , ưng ý.",2.0
"Chất lượng sản phẩm:oK
Tính năng nổi bật:ok

Hàng chất lượng âm thanh tốt giá rẻ. Em sẽ ủng hộ shop thêm",2.0
"Đã mua 2 lần. Lần 1 là ipad và lần này là iphone, chất lượng quá đỉnh 😊 vác bạn yên tâm mua hàng nha",2.0
Sản phẩm rất tốt đẹp loa ổn áp mỗi tội phải mò mãi mới chỉnh đc giờ,1.0
"Míc hơi nhỏ
",-1.0
"Mua giá sale còn 4tr370k , dùng để tặng , ko nghe chê gì nên chắc sp ok . Đặt 12.12 ->15 nhận",0.0
Hàng chất lượng,2.0
Ok 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,2.0
Pin trâu. Good,2.0
"Âm thanh sắc nét, do tình hình dịch nên giao hơi lâu, hộp nhỏ hơn so với suy nghĩ, màu siêu xinh",2.0
"Giao hàng nhanh chóng, shipper chu đáo. Shop có giá sale 7/7 và chương trình trả góp 0% nên giá cả rất cạnh tranh.",2.0
Sản phẩm Apple chính hãng mua trên Shopee thì hy vọng là hàng chuẩn. Có lỗi lầm gì vẫn đc bảo hành đúng không shop,2.0
Gói cẩn thận sử dụng tốt,2.0
"Tai nghe đeo ok lắm ạ , lớn nữa mình  nghĩ nên mua nha , độ bền của nó mik nghĩ chắc cũng sài ok đó rẻ nữa không mua tiếc lắm kkk=)))",2.0
Ổn áp,2.0
"Hàng đầy đủ như mô tả
Chất lượng ổn trong tầm giá
Giao hàng nhanh
Đáng mua đáng mua",2.0
Hộp đẹp rất chắc chắn lun xinh lắm lun hình như shop giao sai màu hay s á hay màu nó nhạt mà cx k s. Chất lg ok nè tai nghe êm mà mang k bị đau tai nha rất là kín âm lun nghe đã lắm. Hàng về là đc 9 ngày,2.0
Máy Fullbox. Mua cho vk xài thấy ok,2.0
tốt trong tầm giá,2.0
Giao hàng nhanh tai nghe hay rất ổn trong tầm giá,2.0
10 điểm khỏi bàn,2.0
"Đồng hồ đẹp lắm ạ, đóng gói cẩn thận, khá lỏng với tay ba em nên lúc gở mắt có hơi cực, nhưng không sao ba em thích lắm ạ",2.0
"giao hàng khá lâu 
sản phẩm xài êm 
mua cái thứ 3 rùi
màu đẹp pin trâu",2.0
"Mình mua hôm 5/5 flashsale 2990 áp thêm mã 200 nữa nên còn tầm 2790 thui, quá là hời luôn, m thích lâu lắm oy nên canh khuyến mãi thì mua ^^",2.0
"Mẫu mã đẹp , giao đúng mẫu , mua trên mall nên yên tâm hơn , okkkkk",2.0
"Sản phẩm đẹp, chất lượng tố
Video chỉ mang tính chất nhận xu..",2.0
Ftu ỉu ẻyugghi tra đbj tfv ho ifbklggđcvhkgbkoihbbuhhfdkkgb,0.0
"Sản phẩm giá thành rẻ, mới xài thấy remote nhạy, êm, tốt. Còn có bền hay không phải xài lâu mới biết được. Cho shop 5 sao trước",2.0
"Xịn xò mọi người ạ, chờ hơi lâu vì dịch nhưng mà nhận hàng xong thích lắm ý",2.0
"Hình ảnh chỉ để nhận xu thôi.nói chung thì hàng rất ok shiper dễ chịu.mọi thứ ổn
",2.0
Qua la tuyet voi chat luong san pham ok nhin rat la baby giao hang sieu nhanh shop rat la uy tin luon ung ho shop dai dai,2.0
"remote xài ok, thanks shop nhìu, hình ảnh chỉ mang tính chất lấy xu",2.0
Giao hàng nhanh. Mua sale rẻ nhưng có điều hơi nhỏ so với hình nói chung khá ổn,2.0
Ok,2.0
"Em đặt nhầm nên đưa yêu cầu huỷ đơn n mà shop từ chối y cầu huỷ đơn tr khi trc đó em đã nt nhờ shop đồng ý y cầu huỷ hộ, n may cuối cùng shop vẫn đồng ý để em từ chối nhận hàng nên vẫn cho shop 5*",2.0
"Giao hàng rất nhanh, loa nghe to mở hết công xuất không bị rè nha,âm thanh rất hay, rất đáng tiền , các bạn nên mua không uổng tiền đâu nha.",2.0
"9,5đ cho chiếc tai nghe này",2.0
"Hàng rất ok, m đã nhận được hoá đơn bảo hangh online r. Dùng gan thang r",2.0
chưa dùng nên chưa biết thế nào. hàng đóng gói ok. nhìn bên ngoài đẹp,2.0
"Giao hàng nhanh, đóng gói kỹ càng, đã sử dụng và chất lượng khá ổn. Sorry vì ảnh và video không liên quan.",2.0
Đẹp ạ,2.0
"Hình ảnh mang tính chất lấy xu , cám ơn :))jsjdbdjdbjdjsbsjdnxnixndjdhdbxjjxbcbxđ",0.0
Aaaaaaaaaaaaaaaaaasaaaaaaasaaaaaaaaaaaaasaaaaaaaaaaaaaa,0.0
Đồng hồ đẹp giá rẻ. Nên mua nhé mọi người. ..................,2.0
Okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2.0
Đóng gói chắc chắn. Mới dùg thấy khá ưng . Giá thành rẻ bất ngờ :)),2.0
"Với tầm giá thì nghe cũng ổn rồi, gọn nhẹ dễ mang đi lại, shop giao hàng nhanh",2.0
"Ok
",2.0
"Chính hãng , sang xịn mịn hoá đơn điện tử đầy đủ ạ. Cảm ơn shop nhìu lắmm",2.0
Giao hàng nhanh… đóng gói ok…,2.0
đth đẹp ngonnnnnnnnnnnn máy rẻ chơi faifai rất đãaaaaaaaaaa,2.0
Xịn xịn,2.0
Hàng săn sale đã rẻ rồi lại còn chất lượng nữa. Giao hàng khá nhanh .Sp đẹp Đóng gói sản phẩm chắc chắn 😘😘😘😘😘😘😘😘😘❤❤😍😍😍😍😍😍😍😍😍😍😍😍😍,2.0
"Loa nhìn đẹp và chắc chắn. Chất lượng sản phẩm tốt. Nhìn rất là xịn xò, mua sale áp mã còn 158k, quá rẻ luôn",2.0
"loa to thoải mái quẩy, đồng hồ dễ set up, hướng dẫn trực quan dễ hiểu. Để lại clip đang chơi bài U MAD của Bobby cho chị em tự hiểu nhé, quẩy sung lắm !!!",2.0
Hình ảnh chỉ mang tính chất nhận xu,0.0
"Tai nghe ổn nhé, khá là chắc chắn, nghe rõ, bass đập đùng đùng :)) sản phẩm giống hình, phù hợp với giá tiền. Mình xài được tầm 2 tuần rồi.",2.0
"Sản phẩm chất lượng đúng Apple chính hãng tem FPT, giá tương đối tốt, nhưng giao hàng thì quá lâu …",2.0
Loa xài okkkkkklkkkkll nhaaaaaaaaa có cơ hội sẽ ủng hộ thêmmm,2.0
Đồng hồ rất xinhhhhhhhhhhhhhhhhhhhhhhhhjjjjjjjjjjjjjjjjj,2.0
"Giao hàng nhanh, đóng gói cẩn thận. Hàng chính hãng, màu kiểu xanh đen chứ không đen hẳn. Màn hình khá to. Mua tặng mẹ, hi vọng mẹ thích.",2.0
Hàng real đẹp dễ dùng rẻ hơn mua trực tiếp từ cửa hàng điện tử đáng mua,2.0
"Đóng gói kỹ, rất hài lòng. Loa đẹp, hiện tại test nghe khá ổn. Sẽ ủng hộ tiếp tục",2.0
"Sản phẩm tuyệt vời giá ổn nên mua nha mọi người , với giá tiền này thì quá oke",2.0
Tai nghe êm cáp sạc thì chưa dùng nên chưa biết. Chất lượng tai nghe đánh giá 5* trước đã,2.0
Tạm ổn,1.0
"Giao hàng siêu nhanh , chất lượng sản phẩm cũng vừa với giá tiền , không hề bị xước. Mua hai đồng hồ bỏ chung 1 hộp",2.0
"Giao hành nhanh, bấm phát ăn ngay. Cám ơn chủ shop.",2.0
Hàng chất lượng.đóng gói cẩn thận còn được bonus thêm cái bọc đựng tai nghe.nghe nhạc ưng cái bụng shop hỗ trợ nhiệt tình,2.0
"Hàng đẹp, đóng gói cẩn thận, sang choảnh🤗🤗🤗",2.0
"Shop giao hàng cực nhanh luôn, hàng đẹp y hình, đã test thử, âm loa rất ok nha",2.0
"Sản phẩm sử dụng rata tốt luôn ạ.
Shop cũng rất nhiệt tình tư vấn.",2.0
Giao hàng hơi lâu. 1 tuần hơn mới nhận dc hoá đơn điện tử. Sản phẩm tốt hịn mịn.,2.0
"Định trừ 1 sao vì giáo hàng chậm cơ mà nhận hàng thấy gói cẩn thận, điện thoại cũng đẹp nên vẫn để 5 sao. Mình không nhận định máy có chạy nhanh hay không vì nhu cầu sử dụng của mỗi người khác nhau. Camera chỉ tạm ổn thôi, mình không thích selfie nên không ảnh hưởng đánh giá.",2.0
"Hàng như hình ,mua 2 cái mới sài 1 cái thấy ok.shop đóng gói cẩn thận ,giao hàng nhanh",2.0
Vsjaskxbsbkqowkansbxnkzkxnxbxjaoallalnxnxbdjdjsbbdhdisjsbxbxbxxbxnjsks,0.0
"Đồng hồ đẹp, chất lượng ạ",2.0
đồng hồ đẹp nha mọi người . nên mua .nhận hàng ưng dễ sợ . hình ảnh chỉ mang tính chất nhận xu,2.0
"Tai nghe ổn, đủ nhu cầu nghe.

 Không có hoá đơn là chị chịu trách nhiệm của em là thời điểm này thui",1.0
"Minh tháy âm thanh khá êm,so với giá trị tiền là ok nhe,mỗi tội k chỉnh được to nhỏ,nếu k thi quá đx",1.0
Loa nghe ổn. Mẫu mã xinh xắn. Nhưng kb làm sao để set time. Nhưng v là ok. Hy vọng xài dc lâu dài,1.0
San phammm okkkkkkkk chat luongggggg shipppp nhanhhhh ok onnnnn,2.0
Sp rất tốt chất lượng. Shop có tặng kèm pin đồng hồ.................,2.0
Hình ảnh chỉ mang tính chất nhận xu tuy nhiên giao hàng khá nhanh nhưng vẫn chưa nhận được hóa đơn điện tử của shop mong shoo gửi nhanh giúp mình,0.0
"Sản phẩm tốt trong tầm giá, đèn led đẹp, nút nhạy, mong dùng được lâu.",2.0
Hàng đúng với hình....không biết xài lâu như thế nào...? đã từng mua pin dự phòng..giao hàng hơi chậm,0.0
GzkdgkkckhxldxhlxmhxkhxmhxkhdyjdgnsfnGmz.zhmxmhckhfitsiydkufiydkyiyfydiydiycjtd9,0.0
Tốt nhanh okela về mặt dịch vụ và giao hàng 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2.0
i feel so good. fjdisiskfhdjsjsjdhcbsjajwifnfjfjsssaaaa,0.0
"Sản phẩm tốt, dùng ổn định. Mỗi tội chưa xuất hoá đơn hàng cho mình",2.0
Nhận viên giao hàng tốt,0.0
Giá hợp lý. Dùng ổn. Khiển mitsu phím hơi cứng. Giao hàng nhanh. Đóng gói cẩn thận,1.0
"Hàng chưa giao cũng không thấy gọi mà đã thông báo là người nhận không ở nhà,  trong khi hàng chưa đến tay mà đã được thông báo là đã nhận làm ăn như này ai dám mua nữa",-2.0
Dịch vụ hỗ trợ khách hàng bảo hành quá tệ. Cây gậy livestream của tôi bị bung ra nhắn tin nhờ hỗ trợ thì ì ạch k trả lời.,-2.0
Mua 2 cái airpod hơn 10tr mà vừa mở ra thì thấy tai nghe bị xước! Thất vọng thật sự!,-2.0
"Mình yêu cầu hoá đơn nhưng đến nay vẫn chưa nhận được.
Hàng đẹp giá rẻ chất chơi người dơi luôn.
Xài vẫn ok lắm ạ.
Lần sau sẽ tiếp tục ủng hộ shop.
Đều mình yêu cầu HĐ VAT mà chưa nhận được.",0.0
Chưa kịp dùng đã hỏng,-2.0
Không có nút gắn thì đeo bằng cách nào. Giao hàng z mà cũng giao được,-2.0
"Nút nguồn yếu , dây đeo thì rớt lên rớt xuống , ko chỉnh được giờ 🙏🙏🙏🙏🙏🤧🤧🤧🤧🤬🤬🤬🤬🤜🤜🤜🤜🤜🤜👊👊👊👊👊👊👊👊👊👊 djejhdnddnwwoiehdjdncj33jrrkssmwwb3ieenenejeejeeieejeeke",-2.0
"Mình mua từ hôm ngày 10/10,12/10 nhận hàng mà tới hôm nay ngày 23/10 vẫn chưa nhận được hoá đơn bảo hành. Nhắn tin thì sử dụng trả lời tự động ko dc j cả tức lộn ruột. Mình sử dụng chỉ kết nối dc đt iphone 11 pro còn MacBook pro là hoàn toàn ko dc nha mọi người. ",-2.0
Shop buff đơn,-2.0
Đồng hồ gì mà màng hình tốt ôm chả thấy gì với lại còn chạy sai giờ chỉ đúng giờ rồi thì vài tiếng sau lại chạy trễ mười mấy phút nói chung là không đáng mua phí tiền,-2.0
"Mua hàng từ rất lâu, giữa tháng 4, yêu cầu shop gửi hoá đơn mà tới tận bây giờ là tháng 5 rồi vẫn không nhận được. Quá bực bội, mất việc!",-2.0
"Shipper giao hàng vào ngày mình k có mặt ở nơi nhận, nói sẽ bấm giao hàng thành công trc, hôm sau giao lại cho mình, tuy nhiên sau đó là thuê bao tắt máy, nt k rep, và hơn 2 tuần sau gọi đt đc thì bảo là số này đã đc ng khác mua lại, k nghĩ món hàng k giá trị như thế shipper chơi trò này để làm gì.",-2.0
"Airpod của apple thì ngon khỏi bàn cải.
Không hiểu làm gì mà mình đặt lúc 0h ngày 3.3 mà đến ngày 5.3 mới gói hàng xong. 
Đã vậy mình cố tình chọn giao hàng nhanh để giao hàng cho nhanh nhưng giao hàng cực chậm, từ quận 7 đến quận 9 mà đi 3 ngày mới đến nơi. Mình rất là bực mình về giao hàng nhanh.",2.0
Mua cho vuii,0.0
"Airpod pro mới khui dùng 1 ngày đã có lỗi của nhà SX, theo tiêu chí “7 ngày trả hàng” (chữ đỏ kèm theo sp) thì người bán phải thực hiện đổi trả, nhưng viện lý do bấm “Đã nhận hàng” không được khiếu nại, đẩy trách nhiệm hỗ trợ bảo hành cho Shopee là không được Fair play.",-2.0
Sản phẩm như hình rất ok,2.0
Đẹp,2.0
"Đặt 1 loại lúc nhận đc lại ra một loại khác. Yêu cầu đc đổi hàng thì lại kì kèo, vòng vo các thứ xong bh ko phản hồi lại nữa luôn. Thật sự chất lượng dịch vụ quá chán",-2.0
"Loa Bluetooth nhưng không thể kết nối được mặc dù đã thử rất nhiều thiết bị từ Android đến iPhone, lap top. Thua luôn :))) làm đủ các kiểu mà ko hiểu nổi cái loa lỗi j. Giá rẻ nên không buồn trả hàng.",-2.0
"Đồng hồ bị hỏng, số nhấp nháy liên tục, không chỉnh giờ được, đèn tự bật tắt, ko dùng được",-2.0
Phải quay lại đánh giá cho 1*. Dùng được một hôm giờ tai nghe không kết nối được. Nt shop không trả lời luôn,-2.0
Quá bức xúc. Có cái hoá đơn hẹn tới hẹn lui. Không xử lý. Chỉ biết hứa và hứa. Mất kiên nhẫn với shop,-2.0
"Đặt 4 cái 4 màu.Gửi 1 đỏ,3 trắng. Bực mình",-2.0
"Không chỉnh được giờ
Đeo chơi chơi thì được 😂😂😂
Ship khá lâu :))) 
Là hàng thử săn sale nên vậy",-2.0
Các bạn mua cho các bé cấp tiểu học trở xuống xem h cho đẹp thì dc.,2.0
Giao nhầm màu😪,-2.0
"Chất liệu:chất liệu đẹp
Màu sắc:vừa mắt dễ nhìn

Mà đồng hồ ko chóng nước mà con bị chày trên mặt đồng hồ hàng chỉ có vẻ bề ngoài là đẹp bên trong quá kém",0.0
Giao hàng quá lâu..mình cần gấp đã chịu ship cao nhận trong 1_2 tiếng mà từ 6h sáng tới tận 6h chiều mà còn nt k tl ủa r 1_2 tiếng giao hay 12 tiếng vậy trời. Kì cục,0.0
"Mua hàng giao khui ra cục đá nhưng Shopee chối bỏ trách nhiệm.
Tôi sẽ khiếu nại lên cơ quan chức năng.",-2.0
Đồng hồ bị lỗi,-2.0
Không chỉnh được giờ,-2.0
Máy dùng được 2 ngày lỗi micro inbox cho shop nhờ hỗ trợ mà không thấy phản hồi là sao ạh?,-2.0
Shop giao lộn1 lần k nói mua cho người nhà thêm lại giao nhầm thêm lần nx cố tình vcl :)) nt thì rep kiểu cho có mua 1 lần k giám lầm 2,-2.0
Loa không xài được. Yêu cầu trả hàng thì cứ lí do nọ kia. Lần đầu mua hàng trên Shopee đánh giá 1 sao.,-2.0
Không cài đặt được. Không có bất kỳ hướng dẫn....,-2.0
Cũng bt tiền nào của ấy mỗi tội giao hàng hơi lâu cho một sao,0.0
"Hàng cực dỡ , cấn móp ,hư nút",-2.0
K như mong đợi,-2.0
"Có rất nhiều vết trầy xướt có dính cả những vết dơ như xài r và bán cho khách 
Chả hiểu nổi bán đồ mới mà như đi mua lại",-2.0
"Giao hàng quá lâu
Lhe nv rất mệt mỏi
Chẳng biết 9 hãng hay ko
Chuyển bài ko nhạy, nhanh hết pin
Ncl thất vọng 😞",-2.0
Mình xài mới được mấy ngày mà 1 bên tai sạc không vô pin không xài cũng bị tuột pin nữa bên còn lại thì bình thường,-1.0
Loa đã nhận về . Thật buồn là loa không kêu được . Toi mất 79k rồi . 😴😪😴😪.,-2.0
KHI NÀO CÓ HOÁ ĐƠN ĐIỆN TỬ . Đt OK nhưng bảo hành thì chưa biết. Đợi có hoá đơn sửa lại 5 sao nhé,0.0
"mua 4 lần sp ở đây , mọi thứ đều tốt , trừ cái này :)) , liên hệ hổ trợ thì kh thấy rep , mong shop thấy thì nên xem xét lại",-2.0
Mình có mua ở shop 2 cái tai nghe nhưng khi ship lại chỉ ship 1 cái shop có bảo mình đặt thêm 1 đơn để gửi bù và mình ngu ngốc tin lời. Đặt thêm 1 đơn nhưng shop k hề gửi thêm cho mình. Tai nghe mình dung được đúng 3 ngày thì 1 bên k nghe được. Bên trên là đoạn tin nhắn shop hứa hẹn đủ điều,-2.0
"Hàng không nhận được, giao hàng sai địa chỉ, ko có hướng giải quuyết thoa đáng, mất lòng tin khách hàng. Cần xem lại cách làm việc của vận chuyển và shop.",-2.0
Tấm lót chuột ok còn cái loa thì chán không sài cũng có tiếng rè lỗi,0.0
Quá tệ,-2.0
ok ạ vì đây là link mình cũng xin từ người khác nên mình chia sẻ lại ạ ok ạ vì đây là link mình cũng xin từ người khác nên mình chia sẻ lại ạ ok ạ vì đây là link mình cũng xin từ người khác nên mình chia sẻ lại ạ ok ạ vì đây là link mình cũng xin từ người khác nên mình chia sẻ lại ạ ok ạ vì đây là l,2.0
"Thực sự bên dịch vụ hỗ trợ khá lâu, mình rất thất vọng, đợi hóa đơn gần 1 tháng r mà vẫn chưa có",-2.0
không sử dụng đc,-2.0
Hỗ trợ ko tốt 😀,-2.0
Rất kém,-2.0
Sản phẩm chính hãng tuy nhiên thời gian giao hàng rất lâu và dịch vụ nhà bán thái độ rất kém.,-2.0
ch dùng được 1 th đồng hồ đã hỏng 😰,-2.0
Chưa xài đã hỏng 1 bên,-2.0
"Đặt màu xanh thì giao màu đỏ 
Rất không đáng tiền",-2.0
Máy lỗi hở sáng viền mang ra trung tâm bảo hành k đổi được máy mới do có cong vênh trong khi máy bóc nguyên seal k rơi chạm chất lượng máy kém,-2.0
"Chất lượng cũng thái độ phục vụ rất tệ, mọi người nên cân nhấc trước khi mua sp. Đồng hồ mình có lỗi mình nhắn tin mòn mỏi shop không trả lời một câu nào, mình đợi rất lâu để shop rep. Không đưa ra phương án giải quyết vấn đề. ĐỪNG MUA ĐỒNG HỒ SHOP NÀY😒😒",-2.0
"Shop ko uy tín, ko hỗ trợ người dùng. Mình đặt sai mã màu, có nhờ shop đồng ý xác nhận huỷ đơn hàng cho mình nhưng shop cố tình làm ngơ, diễn đi diễn lại 1 câu: thao tác trên trang, thao tác trên trang. Trong khi các shop khác đều được hỗ trợ hoàn tiền nhanh chóng. 1 đi không bao giờ comback. ",-2.0
Giao hàng siêu lâu. Mua tặng quà 8/3 từ 3/3 mà k ship kịp dù cùng ở HN,0.0
"dây hỏng chỗ nút cài, lỗ dây rất nhỏ",-2.0
Giao hàng quá chậm,0.0
Giao hàng đầy đủ đóng gói cẩn thận chưa dùng chưa biết như nào check imei thì ra đúng chuẩn nhưng đặt lúc 0h ngày 12.12 đến nay mới giao trong khi những ng khác đặt sau thì đã đều nhận đc hàng ko chấp nhận lý do gì về caia thái độ giao hàng này,1.0
"khiển nút bấm cứng, vừa mua đã bấm liệt lung tung cả, thất vọng, 1 sao",-2.0
Sau hơn 2 tuần mua rồi mà tôi vẫn chưa nhận đc hoá đơn VAT dù đã yêu cầu xuất VAT nhiều lần,-2.0
"Mình nhận được sợi dây sạc hỏng,đóng gói sơ sài,nhắn tin shop không phản hồi,được cái giao hàng nhanh",-1.0
Ship thiếu remote,-2.0
"Sản phẩm được mỗi cái mã chứ chất lượng chẳng ra gì, còn không chỉnh được giờ. Khuyên mọi người không nên mua",-2.0
Chán shop,-2.0
"Mua về dùng được 2 ngày thì bị hư luôn không nghe được gì. Mới ngày đầu có vẻ ok, đến ngày thứ 2 rè kinh khủng rồi hư luôn. Chán thật sự với sản phẩm của shop. Cứ tin shop mall nhưng chất lượng quá kém",-2.0
Sao em kết nói với pc không nhận vậy ạ còn đt thì đc :((,0.0
"Hàng rất nhỏ so vs dự kiến 
Chỉ có 1 loa nghe k rõ lắm 
Gói hàng thì tệ
Loa không bắt được bluetooth, hiện tại shop vẫn k rep mình",-2.0
"Mua 2 loại mà dởm hết kiểu lấy tai nghe cũ bán cho mình hay sao ý nhắn tin không rep , tai bên to bên nhỏ, mua bên này 2 lần rồi đây là lần 3 thất vọng vô cùng, tai hư không trả hay đổi hàng luôn. Haizzz. Bye shop lun",-2.0
Đồng hồ xấu vcc mua tốn tiền,-2.0
Lừa đảo,-2.0
Nút mode ko sử dụng được thì chỉnh giờ kiểu gì.nút này để trang trí thôi ah.chán thật sự,-2.0
"Đồng hồ đẹp ạ tuy nhiên e chưa biết chỉnh giờ nhưng nhắn tin hỏi shop thì shop kh trả lời ạ, khi nào trả lời e sẽ đánh giá 5 sao",0.0
Shop giao hàng đã qua sử dụng bị vào nước rỉ sét,-2.0
Loa như buồi,-2.0
"Mấy cái đánh giá nghe ngon hay tốt ae đừng tin nha, cái tai nghe này nghe ù, chất lượng nhựa khá đểu, bị hỏng 1 bên nữa, nói chung k nên mua, phí tiền, muốn ngon nên mua loại mấy trăm nghe còn sướng hơn :>",-2.0
"Thật tồi tệ! Tôi chưa từng đánh giá 3-4 sao, càng chưa từng đánh giá 1 sao. Nhìn h/ảnh các bạn cũng thấy, tôi đặt hàng 1 kiểu, shop giao hàng một kiểu. Tôi đã liên hệ với shop qua chat, qua số điện thoại nhưng shop không trả lời tin nhắn, cũng không nghe điện thoại. Làm ơn hãy tôn trọng khách hàng.",-2.0
Đeo chơi thì được chứ ngày giờ không đúng chỉnh lại thì chỉ chỉnh được giờ còn phút với ngày thì không. Kim giây không chạy,-2.0
khe lắp pin như hạch.. lắp pin vào thừa khoảng 1cm chịu luôn,-2.0
Bán hàng xong hỏi không ai trả lời ???,-2.0
Chất lượng kém! Rút kinh nghiệm không phải ai mua nhiều hàng cũng ok.,-2.0
"Mua loa chỉ có loa 
Không sạc 
Không kèm 1 phụ kiện nào",-2.0
"Đồng hồ nhỏ gọn, bin để chế độ đồng hồ chỉ dùng được 2 ngày, chat với shop y như chat với Bot, trả lời kiểu máy móc không thèm đọc kỹ tin nhắn, mất thời gian, mua về chơi chứ không phù hợp dùng lâu dài.",-1.0
Kém chất lượng,-2.0
Săn deal 1k đồng hồ về vứt bỏ ko xài đc. Đồng hồ ko lên pin. Bật hoài mà chả thấy.,-2.0
Nhận rồi k bật được lên chất lượng kém,-2.0
Pin chỉ có 500mA sử dụng được hơn 1 ngày nếu không mở loa. Pin từ 50% trở xuống hết rất nhanh,-2.0
